date,Vrms_AN_avg (V),Vrms_BN_avg (V),Vrms_CN_avg (V),Irms_A_avg (A),Irms_B_avg (A),Irms_C_avg (A),Power (P)_A_avg (W),Power (P)_B_avg (W),Power (P)_C_avg (W),Power (Q)_A_avg (VAR),Power (Q)_B_avg (VAR),Power (Q)_C_avg (VAR)
11/22/2017 20:39,241.937,243.049,251.028,6.98001,4.28289,2.34928,1432.72,416.342,189.689,869.779,952.846,557.502
11/22/2017 20:40,242.366,243.521,251.458,6.98416,4.30127,2.36232,1435.77,424.618,198.109,873.773,956.463,559.217
11/22/2017 20:41,242.215,243.511,251.498,6.98425,4.30185,2.36215,1433.69,420.263,192.77,874.504,958.248,561.303
11/22/2017 20:42,241.883,243.253,251.128,6.96236,4.28928,2.35128,1428.73,419.416,191.903,868.808,954.006,557.747
11/22/2017 20:43,242.25,243.552,251.464,6.92537,4.29076,2.35536,1415.91,409.841,182.817,877.049,959.973,562.622
11/22/2017 20:44,242.332,243.652,251.25,6.92797,4.3001,2.35626,1416.75,417.73,190.075,877.913,959.858,559.834
11/22/2017 20:45,242.33,243.426,250.727,6.94452,4.29723,2.35042,1424.74,416.938,187.876,871.716,958.254,557.904
11/22/2017 20:46,242.774,243.395,250.535,7.00186,4.31097,2.3508,1441.66,424.067,196.601,876.972,958.383,554.296
11/22/2017 20:47,243.141,243.441,250.837,6.99544,4.30295,2.34298,1438.22,418.674,191.197,885.214,958.853,554.905
11/22/2017 20:48,242.883,243.022,251.273,6.95933,4.28277,2.33558,1427.4,410.327,185.028,882.941,955.24,556.15
11/22/2017 20:49,243.191,243.445,251.882,6.94707,4.29817,2.3572,1422.04,409.583,184.98,888.211,961.886,563.452
11/22/2017 20:50,243.166,243.438,251.808,6.01482,2.69067,0.660996,1362.95,317.211,95.0622,488.867,571.88,135.073
11/22/2017 20:51,242.955,243.312,251.643,6.00618,2.68366,0.660612,1362.25,315.857,94.8428,482.876,570.049,134.971
11/22/2017 20:52,243.112,243.154,251.952,6.12015,2.68738,0.664559,1388.89,316.474,95.2911,489.852,570.339,136.1
11/22/2017 20:53,242.91,242.991,251.715,7.1534,4.26424,2.34071,1481.05,420.938,203.153,880.353,943.743,548.582
11/22/2017 20:54,242.673,242.793,251.422,6.18969,2.68006,0.663697,1404.57,315.632,94.9853,486.964,567.868,135.707
11/22/2017 20:55,243.04,243.193,251.789,7.20098,4.30766,2.37935,1491.38,427.194,207.922,888.685,955.622,561.041
11/22/2017 20:56,243.987,242.867,251.411,1.75381,2.64574,0.664533,362.074,315.176,93.7231,221.209,558.63,136.81
11/22/2017 20:57,244.086,243.195,251.438,1.34468,2.65014,0.663896,287.975,316.459,93.5843,145.255,560.157,136.767
11/22/2017 20:58,244.297,243.305,251.795,0.728709,2.64522,0.625014,132.14,316.026,90.7083,101.07,559.426,127.103
11/22/2017 20:59,244.246,243.157,251.428,0.370706,2.63016,0.027083,52.4983,311.714,3.68291,-16.0576,557.099,-3.73121
11/22/2017 21:00,244.509,243.507,251.813,0.370028,2.63779,0.02827,52.7299,312.953,3.57227,-15.9493,559.628,-3.78084
11/22/2017 21:01,244.411,243.349,251.77,0.376815,2.06724,0.025055,53.9722,236.194,3.73742,-15.5034,442.555,-3.73033
11/22/2017 21:02,244.446,243.341,251.782,0.375379,2.06679,0.025138,54.0648,236.91,3.76303,-15.8206,441.998,-3.84766
11/22/2017 21:03,244.429,243.271,251.106,0.377653,2.0672,0.028073,54.2839,237.183,3.64651,-15.7588,441.693,-3.72219
11/22/2017 21:04,244.2,243.195,250.868,0.380978,2.06423,0.026259,54.3506,236.27,3.71099,-15.3393,441.212,-3.69779
11/22/2017 21:05,244.402,243.558,251.692,0.381671,2.06917,0.026269,54.0706,236.559,3.54214,-15.4842,443.333,-3.67147
11/22/2017 21:06,244.667,244.011,251.654,0.382598,2.07797,0.026544,54.0987,238.213,3.72867,-15.2081,445.664,-3.73301
11/22/2017 21:07,244.62,243.656,251.47,0.380146,2.07591,0.026663,54.2079,238.026,3.82322,-15.3114,444.377,-3.82129
11/22/2017 21:08,244.913,244.053,251.675,0.380713,2.07744,0.027828,54.1009,237.985,3.73391,-15.5427,445.813,-3.83762
11/22/2017 21:09,244.874,243.901,251.696,0.380051,2.07908,0.026377,54.0611,238.363,3.56915,-15.6105,445.627,-3.89604
11/22/2017 21:10,244.855,243.834,251.674,0.377632,2.07551,0.025916,53.9232,237.964,3.88684,-15.6431,444.873,-4.08421
11/22/2017 21:11,244.689,243.736,251.351,0.379205,2.07463,0.029653,54.223,238.013,3.73353,-15.4164,444.367,-3.82082
11/22/2017 21:12,245.074,244.148,251.659,0.378557,2.08075,0.028309,53.9121,238.036,3.8206,-15.4196,447.029,-3.90909
11/22/2017 21:13,244.437,243.999,251.351,0.377343,2.07572,0.026631,53.8431,237.372,3.66164,-16.1731,445.662,-3.90178
11/22/2017 21:14,244.782,244.097,251.682,0.377776,2.07889,0.028403,53.9046,238.49,3.81941,-15.4919,446.065,-4.04494
11/22/2017 21:15,244.835,244.277,251.784,0.376455,2.08496,0.030641,53.9849,239.576,3.832,-15.8865,447.598,-4.07294
11/22/2017 21:16,244.617,243.839,251.64,0.377001,2.07632,0.02573,53.9741,238.008,3.82714,-15.9271,445.235,-3.77618
11/22/2017 21:17,244.843,244.13,251.861,0.375049,2.07818,0.029678,53.9052,237.947,3.86399,-16.1388,446.285,-4.17757
11/22/2017 21:18,244.434,243.945,251.597,0.377192,2.07752,0.027197,53.8938,238.256,3.77016,-15.9982,445.516,-4.23362
11/22/2017 21:19,244.806,244.418,251.877,0.378626,2.08082,0.031992,53.9715,237.971,3.98782,-15.7526,447.642,-3.91141
11/22/2017 21:20,244.896,244.315,251.871,0.379762,2.07902,0.028019,53.9661,238.363,3.93349,-15.723,446.671,-4.12708
11/22/2017 21:21,244.988,244.279,251.899,0.377901,2.08179,0.026146,53.7004,238.424,3.80072,-15.6273,447.316,-4.00307
11/22/2017 21:22,244.858,244.201,251.852,0.378705,2.08011,0.028871,53.8125,237.528,3.88814,-15.5299,447.153,-4.13873
11/22/2017 21:23,244.798,244.358,251.632,0.376506,2.08772,0.027568,53.6248,238.687,3.83744,-15.6814,448.82,-4.34219
11/22/2017 21:24,244.817,244.087,251.384,0.378889,2.08198,0.024617,53.7304,238.114,3.7581,-15.5898,447.268,-4.19409
11/22/2017 21:25,244.763,244.068,251.504,0.380095,2.08277,0.02997,53.6858,238.961,3.815,-15.6709,446.781,-4.10083
11/22/2017 21:26,245.246,244.156,251.745,0.378102,2.08539,0.026584,53.9237,239.065,3.71407,-15.8499,447.794,-4.0849
11/22/2017 21:27,245.511,244.424,251.705,0.376719,2.08661,0.02758,53.5912,239.103,3.8692,-15.9937,448.762,-4.23458
11/22/2017 21:28,245.447,244.588,251.704,0.375244,2.08892,0.027131,53.6393,238.735,3.95076,-16.0474,450.018,-4.24932
11/22/2017 21:29,245.193,244.346,251.528,0.377567,2.0875,0.0307,54.1065,239.67,3.85491,-16.1223,448.464,-4.12549
11/22/2017 21:30,245.268,244.489,251.659,0.374773,2.08469,0.028572,53.8385,238.801,3.75885,-15.8653,448.397,-4.13527
11/22/2017 21:31,245.277,244.505,251.757,0.373279,2.08685,0.028641,53.3213,239.559,3.96831,-16.0096,448.796,-4.25927
11/22/2017 21:32,245.623,244.785,251.751,0.37523,2.09457,0.028566,53.5109,240.021,3.81463,-16.4674,451.337,-4.27839
11/22/2017 21:33,245.408,244.626,251.596,0.37638,2.08943,0.026922,53.6185,239.531,4.00038,-15.6257,449.667,-4.12467
11/22/2017 21:34,245.62,244.616,251.8,0.374098,2.08706,0.03131,53.7691,238.403,3.85958,-16.0522,449.59,-4.39955
11/22/2017 21:35,245.203,244.425,251.676,0.375085,2.08565,0.026882,53.7021,239.142,3.93333,-16.0642,448.441,-4.28136
11/22/2017 21:36,245.587,244.338,252.131,0.375462,2.08033,0.029736,53.8524,238.092,3.82402,-16.1651,447.441,-4.40973
11/22/2017 21:37,245.418,244.404,251.919,0.374611,2.08324,0.02973,53.827,237.826,3.9622,-16.1843,448.422,-4.30911
11/22/2017 21:38,245.629,244.501,252.206,0.373016,2.08956,0.033579,53.7973,239.63,3.95308,-16.4121,449.317,-4.35207
11/22/2017 21:39,245.86,244.734,252.418,0.373635,2.08849,0.026273,54.0735,238.996,4.04725,-16.5536,450.124,-4.19932
11/22/2017 21:40,245.958,244.749,252.585,0.373681,2.08847,0.029649,53.7337,238.677,4.09989,-16.5525,450.181,-4.42021
11/22/2017 21:41,245.887,244.727,252.432,0.373921,2.09199,0.029602,53.6352,239.836,4.07909,-16.3236,450.461,-4.3259
11/22/2017 21:42,246.067,244.713,252.699,0.373544,2.08678,0.028695,53.685,239.584,4.14918,-16.3557,449.254,-4.17793
11/22/2017 21:43,246.023,244.799,252.637,0.374409,2.09281,0.030142,53.6275,239.088,3.91267,-16.4063,451.189,-4.40073
11/22/2017 21:44,246.463,245.282,253.027,0.375724,2.09388,0.025352,53.7777,239.213,3.98842,-16.5635,452.743,-4.25708
11/22/2017 21:45,246.572,245.126,253.093,0.376775,2.08984,0.029871,53.8433,239.055,3.94525,-16.3082,451.486,-4.2029
11/22/2017 21:46,246.665,245.087,252.887,0.374501,2.09157,0.030545,53.9622,239.524,3.92934,-16.2602,451.527,-4.17488
11/22/2017 21:47,243.972,242.093,249.953,0.381824,2.05001,0.02673,53.9653,235.326,3.70861,-15.825,435.421,-3.93348
11/22/2017 21:48,244.821,242.932,250.826,0.378786,2.0582,0.027459,53.9146,235.73,3.73787,-16.2207,439.405,-3.99038
11/22/2017 21:49,244.654,243.268,251.078,0.382458,2.06226,0.02527,54.188,236.751,3.72972,-16.1664,440.736,-3.85644
11/22/2017 21:50,244.882,243.638,251.356,0.377551,2.07,0.02998,53.8693,237.148,3.96055,-15.885,443.515,-4.22202
11/22/2017 21:51,244.987,243.725,251.069,0.383088,2.07669,0.027565,53.5865,238.436,4.00945,-15.7762,444.889,-4.14237
11/22/2017 21:52,245.153,244.105,251.348,0.382746,2.0795,0.030401,53.7109,238.34,3.7395,-15.8348,446.345,-4.14797
11/22/2017 21:53,244.721,243.952,251.271,0.382113,2.07686,0.030519,53.6011,238.091,3.92261,-15.5726,445.636,-4.08443
11/22/2017 21:54,245.115,244.253,251.53,0.380676,2.07775,0.029355,53.8469,237.833,3.86537,-15.6582,446.685,-4.15814
11/22/2017 21:55,244.815,244.141,251.539,0.37949,2.08173,0.02949,53.7857,238.674,4.00099,-16.1251,447.13,-4.26094
11/22/2017 21:56,245.31,244.178,251.662,0.377706,2.07802,0.031356,53.6573,237.47,3.93294,-16.473,446.874,-4.23655
11/22/2017 21:57,245.172,244.219,251.627,0.377821,2.07788,0.02915,53.5382,237.717,3.85417,-16.1393,446.861,-4.35505
11/22/2017 21:58,244.915,243.959,251.303,0.379946,2.07856,0.027345,53.9483,238.219,3.88075,-16.4069,445.672,-4.09838
11/22/2017 21:59,245.535,244.553,251.705,0.376339,2.08471,0.026894,53.832,238.919,3.98164,-16.3239,448.601,-4.21222
11/22/2017 22:00,245.154,244.227,251.409,0.377788,2.07958,0.029438,53.7927,238.049,4.02224,-16.3329,446.871,-4.04304
11/22/2017 22:01,245.418,244.25,251.424,0.37974,2.08159,0.029725,53.7911,238.47,3.90656,-16.3146,447.373,-4.23738
11/22/2017 22:02,245.745,244.82,251.915,0.379193,2.0901,0.030601,54.0012,239.303,3.9336,-15.926,450.457,-4.22118
11/22/2017 22:03,246.029,245.071,252.004,0.377918,2.091,0.028402,53.6666,239.352,3.97235,-15.9215,451.397,-4.38115
11/22/2017 22:04,245.823,245.064,251.982,0.379056,2.09311,0.031195,53.567,239.435,4.07315,-15.7443,451.834,-4.27647
11/22/2017 22:05,245.806,244.867,252.189,0.381362,2.09073,0.027358,53.6912,239.575,4.07214,-15.7097,450.626,-4.13384
11/22/2017 22:06,246.264,245.165,252.461,0.377069,2.09381,0.030668,53.715,239.224,4.00687,-16.2239,452.539,-4.22049
11/22/2017 22:07,246.505,245.383,252.4,0.376797,2.09378,0.030041,53.8685,238.762,3.96573,-15.9947,453.223,-4.25793
11/22/2017 22:08,245.868,244.915,252.337,0.37821,2.08844,0.028351,53.9938,239.306,3.79087,-15.9196,450.373,-4.29073
11/22/2017 22:09,246.299,244.987,252.505,0.377176,2.08792,0.032115,53.8404,239.356,3.88667,-16.0891,450.548,-4.0832
11/22/2017 22:10,246.49,245.177,252.769,0.37744,2.09153,0.028114,54.1281,239.185,3.74265,-16.5204,452.03,-4.02755
11/22/2017 22:11,246.639,245.271,252.852,0.378185,2.09185,0.028613,54.0643,239.744,3.78674,-16.5893,451.999,-4.10318
11/22/2017 22:12,246.638,245.432,252.955,0.379705,2.0929,0.029004,53.9814,239.828,3.88937,-16.2437,452.506,-4.03657
11/22/2017 22:13,247.173,245.994,253.18,0.37604,2.103,0.027333,53.9122,240.764,3.98504,-16.3495,456.121,-4.11392
11/22/2017 22:14,247.162,246.071,253.003,0.376323,2.10401,0.031787,54.108,240.909,3.98253,-16.3611,456.361,-4.13715
11/22/2017 22:15,247.013,245.935,253.023,0.380478,2.10159,0.026685,54.1085,240.299,3.98035,-16.6765,455.973,-4.0906
11/22/2017 22:16,246.856,246.003,252.821,0.379971,2.10711,0.025904,54.1247,240.585,3.81171,-16.735,457.447,-4.05548
11/22/2017 22:17,246.919,245.811,253.064,0.379296,2.10119,0.02762,54.0188,239.815,4.04048,-16.4716,455.734,-4.3813
11/22/2017 22:18,246.947,245.827,252.896,0.379775,2.10525,0.027381,53.8432,240.689,3.80267,-16.3109,456.274,-4.12628
11/22/2017 22:19,247.305,246.035,253.191,0.375013,2.10273,0.025294,53.9978,240.027,3.85236,-16.3015,456.643,-4.09987
11/22/2017 22:20,247.257,245.997,253.225,0.374507,2.10401,0.029731,54.1251,240.284,3.79626,-16.3962,456.818,-4.13823
11/22/2017 22:21,247.236,245.983,253.318,0.375088,2.10203,0.029017,53.9711,240.595,3.77824,-16.3498,456.058,-4.11288
11/22/2017 22:22,247.3,245.977,253.247,0.376132,2.10124,0.027982,53.9307,240.794,3.80379,-16.2976,455.707,-4.13772
11/22/2017 22:23,247.727,246.505,253.788,0.378542,2.10869,0.027868,54.3361,241.303,3.9715,-16.1568,458.856,-3.95835
11/22/2017 22:24,248.021,247.023,254.085,0.375091,2.11737,0.026634,54.0818,241.846,3.87544,-16.4243,461.981,-4.03742
11/22/2017 22:25,247.321,246.701,253.274,0.380889,2.11154,0.026812,54.2584,241.057,3.90038,-16.3634,460.007,-4.19479
11/22/2017 22:26,247.677,246.895,253.938,0.379079,2.11509,0.028228,53.9968,241.769,3.88714,-16.2969,461.275,-4.01636
11/22/2017 22:27,247.512,246.494,253.765,0.378762,2.10876,0.028505,53.8612,241.581,3.70293,-16.2577,458.686,-4.24224
11/22/2017 22:28,247.798,246.82,254.069,0.377288,2.11393,0.028555,54.2315,242.131,3.9904,-16.3487,460.477,-4.14753
11/22/2017 22:29,247.511,246.739,253.739,0.378122,2.11393,0.027939,54.4432,241.856,3.92125,-16.0066,460.374,-4.23998
11/22/2017 22:30,247.828,246.562,253.7,0.378511,2.11279,0.029055,54.2097,240.848,4.02095,-16.0208,460.4,-4.10805
11/22/2017 22:31,247.263,246.278,253.158,0.376051,2.11278,0.029546,53.8161,241.049,3.93106,-16.1343,459.35,-4.14281
11/22/2017 22:32,247.807,246.785,253.537,0.377818,2.11932,0.030485,53.9807,242.245,3.89814,-16.6803,461.77,-4.29528
11/22/2017 22:33,246.897,245.787,252.944,0.368533,2.09881,0.026074,52.5809,239.37,3.8446,-16.7821,455.277,-4.25803
11/22/2017 22:34,247.632,246.298,253.373,0.379031,2.11178,0.027861,54.1533,241.073,3.83947,-16.7176,459.118,-4.33587
11/22/2017 22:35,247.577,246.342,253.546,0.382201,2.11349,0.029546,54.1388,241.522,4.01553,-16.1366,459.476,-4.28587
11/22/2017 22:36,247.645,246.267,253.569,0.382825,2.10959,0.025966,54.4301,241.253,3.75071,-16.5724,458.616,-4.10362
11/22/2017 22:37,247.632,246.232,253.435,0.379094,2.11091,0.031345,54.3329,241.836,3.87474,-16.5076,458.298,-4.08095
11/22/2017 22:38,248.095,246.931,253.882,0.37671,2.11507,0.028129,54.2206,241.654,3.91881,-16.8186,461.437,-4.14563
11/22/2017 22:39,248.01,246.686,253.638,0.376357,2.11507,0.031163,54.3312,242.297,4.16744,-16.6666,460.371,-4.11001
11/22/2017 22:40,247.922,246.634,253.36,0.380023,2.11067,0.026107,54.442,240.468,3.74622,-16.7131,460.21,-3.92293
11/22/2017 22:41,248.038,246.701,253.566,0.384968,2.11296,0.02861,54.8343,241.496,3.82646,-16.6509,460.349,-3.80537
11/22/2017 22:42,248.097,246.567,253.133,0.38203,2.11433,0.031989,54.2586,241.753,3.73865,-16.5266,460.316,-4.22089
11/22/2017 22:43,248.339,246.876,253.674,0.383694,2.11567,0.027478,54.0706,242.183,3.82775,-16.1565,461.335,-4.1806
11/22/2017 22:44,248.55,246.93,253.76,0.383598,2.11708,0.026394,54.4062,241.954,3.77641,-16.227,461.892,-3.99465
11/22/2017 22:45,248.52,246.998,254.018,0.383518,2.11872,0.028729,54.4536,242.003,3.84152,-16.0505,462.536,-3.90344
11/22/2017 22:46,248.243,246.666,253.766,0.386655,2.1149,0.028347,54.7421,241.978,3.77628,-16.3804,460.489,-3.91122
11/22/2017 22:47,248.353,246.742,254.063,0.386218,2.11625,0.02812,54.1864,240.888,3.86142,-16.2305,461.487,-3.99876
11/22/2017 22:48,248.448,246.698,254.161,0.380727,2.11664,0.025957,54.3186,241.141,3.83185,-16.363,461.54,-3.85122
11/22/2017 22:49,248.448,246.736,254.244,0.380638,2.11498,0.033439,54.3777,242.047,3.70636,-16.8286,460.752,-3.95691
11/22/2017 22:50,248.816,247.139,254.578,0.381298,2.11937,0.030657,54.6401,241.883,3.86952,-16.9416,462.845,-3.96371
11/22/2017 22:51,248.565,246.878,254.233,0.379114,2.11455,0.031073,54.2644,241.504,3.84735,-16.991,461.192,-4.03462
11/22/2017 22:52,247.612,245.839,253.442,0.382746,2.1031,0.025789,55.0629,240.887,3.78011,-17.0818,455.771,-3.95816
11/22/2017 22:53,248.576,246.905,254.319,0.379376,2.11416,0.027016,54.2503,241.49,3.69613,-16.9662,461.257,-3.98473
11/22/2017 22:54,248.825,247.236,254.737,0.381795,2.11892,0.028471,54.3734,241.733,3.97197,-17.6663,463.274,-3.92872
11/22/2017 22:55,248.872,246.978,254.602,0.380069,2.12086,0.032983,54.3924,242.194,3.87845,-16.9471,462.742,-4.20609
11/22/2017 22:56,248.522,246.453,254.256,0.378484,2.10541,0.027919,54.068,240.458,3.78087,-16.863,458.402,-4.06567
11/22/2017 22:57,249.539,247.378,255.109,0.377238,2.12155,0.027789,54.1852,242.566,3.94228,-17.0011,463.722,-4.10462
11/22/2017 22:58,248.981,246.99,254.213,0.379021,2.11825,0.025694,54.7197,242.523,3.93733,-17.0501,462.221,-4.01502
11/22/2017 22:59,249.427,247.218,254.918,0.379452,2.11903,0.026724,54.4025,242.084,3.84711,-17.1523,463.066,-3.84954
11/22/2017 23:00,248.978,246.98,254.983,0.379361,2.116,0.027314,54.598,241.658,3.78113,-17.4179,461.862,-4.01263
11/22/2017 23:01,249.454,247.31,255.271,0.380599,2.12387,0.027381,54.4866,242.786,3.71514,-16.9167,464.427,-3.92022
11/22/2017 23:02,249.457,247.572,255.263,0.375539,2.12741,0.028677,54.6933,243.282,3.72602,-16.6791,465.537,-3.88802
11/22/2017 23:03,249.382,247.318,255.056,0.376405,2.12068,0.026763,54.3302,241.635,3.92177,-16.7708,463.937,-3.94786
11/22/2017 23:04,248.518,246.866,254.667,0.404717,2.11313,0.026494,54.567,241.908,3.80659,-16.2088,460.898,-3.80552
11/22/2017 23:05,248.658,246.945,254.668,0.403825,2.11609,0.02784,54.7235,242.408,3.80514,-16.2378,461.702,-3.81969
11/22/2017 23:06,249.113,247.712,255.12,0.404078,2.12779,0.027767,54.5282,243.105,3.80588,-16.1983,466.289,-4.06392
11/22/2017 23:07,248.854,247.719,255.088,0.404851,2.12613,0.025489,54.3732,243.209,3.78872,-16.147,465.804,-3.97452
11/22/2017 23:08,249.047,247.861,255.113,0.400617,2.12813,0.025337,54.4413,243.555,3.74613,-15.8416,466.486,-3.91931
11/22/2017 23:09,249.135,247.993,255.461,0.404072,2.1301,0.02921,54.5284,242.808,3.76991,-15.9722,467.664,-3.89166
11/22/2017 23:10,249.246,247.965,255.29,0.404394,2.13107,0.024779,54.4889,243.669,3.85029,-16.0165,467.409,-3.99024
11/22/2017 23:11,248.856,247.587,254.927,0.40658,2.12487,0.025363,54.3579,242.991,3.74468,-16.1364,465.015,-4.03903
11/22/2017 23:12,249.069,247.806,255.116,0.389972,2.12909,0.033292,54.3955,242.621,3.94007,-17.3759,467.012,-4.09861
11/22/2017 23:13,249.011,247.884,255.144,0.39547,2.13119,0.028622,54.6046,242.843,3.93799,-17.2215,467.47,-3.86489
11/22/2017 23:14,249.429,247.825,255.072,0.383993,2.12908,0.029925,54.6556,243.613,3.71408,-16.8237,466.351,-4.07011
11/22/2017 23:15,249.58,248.204,255.453,0.382433,2.13445,0.025663,54.4171,244.026,3.9068,-16.7462,468.693,-4.08768
11/22/2017 23:16,249.812,248.335,255.697,0.383265,2.13902,0.02465,54.4316,244.448,3.87053,-16.79,469.877,-3.98381
11/22/2017 23:17,249.672,248.211,255.251,0.385499,2.13422,0.031846,54.4854,243.641,3.79019,-16.8208,468.786,-3.86261
11/22/2017 23:18,249.492,248.143,255.601,0.38609,2.13219,0.028379,54.4568,243.69,3.91391,-16.7314,468.152,-4.01858
11/22/2017 23:19,249.661,248.516,255.775,0.384651,2.1391,0.028856,54.5197,244.528,3.9498,-16.8994,470.343,-3.91053
11/22/2017 23:20,249.794,248.6,256.046,0.383992,2.14129,0.025121,54.5481,244.721,3.6969,-17.0887,471.112,-3.9726
11/22/2017 23:21,250.03,248.769,256.204,0.384213,2.14448,0.028999,54.4694,244.775,3.72201,-17.104,472.486,-3.90372
11/22/2017 23:22,250.198,248.574,256.255,0.384453,2.13934,0.025429,54.6706,244.755,3.79571,-17.1025,470.535,-3.92205
11/22/2017 23:23,250.201,248.644,256.381,0.382735,2.13962,0.028209,54.5017,243.799,3.88521,-16.8257,471.304,-4.05885
11/22/2017 23:24,250.533,248.974,256.44,0.381619,2.14287,0.02386,54.7444,244.314,3.62698,-17.1633,472.643,-3.911
11/22/2017 23:25,250.424,249.026,256.326,0.381763,2.1476,0.026306,54.3974,245.645,3.83891,-17.155,473.469,-3.98087
11/22/2017 23:26,250.765,249.341,256.68,0.381684,2.15045,0.024991,54.5414,245.746,3.92334,-16.8706,474.986,-3.87035
11/22/2017 23:27,250.609,249.181,256.47,0.381835,2.14583,0.032841,54.7005,244.657,3.75824,-17.1944,473.88,-4.0233
11/22/2017 23:28,250.528,249.105,256.346,0.380658,2.14678,0.02457,54.6689,245.133,3.70293,-17.0509,473.682,-3.97579
11/22/2017 23:29,250.775,249.363,256.435,0.379523,2.15254,0.028409,54.4663,245.477,3.81749,-16.8893,475.667,-4.09274
11/22/2017 23:30,250.805,249.343,256.293,0.380544,2.14985,0.027961,54.5316,245.173,3.81504,-17.1431,475.054,-3.99144
11/22/2017 23:31,251.047,249.535,256.458,0.38208,2.15092,0.028105,54.5612,245.683,3.7797,-16.8349,475.806,-4.11183
11/22/2017 23:32,250.632,249.157,256.121,0.380469,2.14835,0.027503,54.4626,244.954,3.84289,-16.9773,474.328,-4.01166
11/22/2017 23:33,250.434,248.902,255.836,0.38287,2.14722,0.027172,54.7591,244.666,4.02832,-17.0469,473.376,-4.10267
11/22/2017 23:34,250.692,248.834,255.89,0.380252,2.14757,0.026138,54.482,245.505,3.78659,-16.8023,473.078,-4.04402
11/22/2017 23:35,250.627,248.926,256.067,0.381771,2.14796,0.031081,54.5151,244.131,3.82867,-16.7726,474.011,-3.82877
11/22/2017 23:36,250.371,248.785,255.476,0.385643,2.14601,0.027705,54.7723,245.086,3.81734,-16.4707,472.747,-3.96287
11/22/2017 23:37,250.245,248.688,255.775,0.382895,2.14417,0.027928,54.4972,245.061,3.81848,-16.91,472.144,-3.86372
11/22/2017 23:38,250.625,249.103,256.139,0.382682,2.15259,0.034222,54.5914,245.422,3.8197,-16.5637,475.182,-3.99906
11/22/2017 23:39,250.743,249.414,256.5,0.385079,2.15645,0.027175,54.5668,245.634,3.84705,-16.6672,476.826,-4.0841
11/22/2017 23:40,250.771,249.584,256.509,0.388392,2.1559,0.02761,54.5333,245.634,3.94217,-16.5364,477.173,-4.04584
11/22/2017 23:41,250.864,249.563,256.555,0.386402,2.15767,0.030774,54.5537,245.684,4.00638,-16.4694,477.552,-3.96966
11/22/2017 23:42,250.715,249.443,256.545,0.388546,2.15697,0.027028,54.7112,246.069,3.92271,-16.6474,477.027,-3.98472
11/22/2017 23:43,250.981,249.658,256.817,0.386105,2.16006,0.028044,54.4671,246.371,4.0254,-16.4288,478.179,-4.10912
11/22/2017 23:44,250.879,249.601,256.637,0.387049,2.15757,0.029429,54.6303,245.629,3.93686,-16.6187,477.592,-4.07698
11/22/2017 23:45,250.878,249.393,256.824,0.385446,2.15366,0.033555,54.4534,245.393,3.95065,-16.3704,476.291,-4.08848
11/22/2017 23:46,250.612,249.102,256.461,0.387944,2.15149,0.026947,54.6823,245.475,3.89758,-16.5727,474.924,-3.86689
11/22/2017 23:47,250.988,249.313,256.639,0.385037,2.15225,0.0264,54.6264,245.472,3.86569,-16.6149,475.66,-4.16657
11/22/2017 23:48,248.941,247.388,254.745,0.384774,2.12148,0.028545,54.2022,243.021,3.75408,-16.5659,463.803,-4.06093
11/22/2017 23:49,249.329,247.762,255.065,0.384807,2.12989,0.026267,54.2586,243.904,3.68201,-16.5257,466.401,-3.93763
11/22/2017 23:50,249.679,247.993,255.475,0.382934,2.13343,0.027339,54.4104,243.348,3.79726,-16.8705,468.322,-4.04341
11/22/2017 23:51,249.296,248.11,254.977,0.384908,2.13317,0.0302,54.3372,243.07,3.76781,-17.1071,468.545,-4.03873
11/22/2017 23:52,249.515,248.36,255.077,0.386747,2.13534,0.025997,54.4534,243.671,3.86608,-16.6306,469.658,-3.87015
11/22/2017 23:53,249.472,248.508,255.058,0.384946,2.13906,0.029674,54.428,244.272,3.70391,-16.691,470.744,-3.88583
11/22/2017 23:54,249.599,248.797,255.299,0.382109,2.14346,0.028351,54.2304,244.695,3.94644,-16.9326,472.402,-4.04152
11/22/2017 23:55,249.802,249.077,255.452,0.383021,2.14751,0.025494,54.4732,245.719,3.74256,-17.1081,473.853,-3.9241
11/22/2017 23:56,249.459,248.717,254.812,0.383491,2.14471,0.026279,54.4052,245.843,3.88314,-16.9252,471.947,-3.90899
11/22/2017 23:57,249.494,248.802,255.252,0.384714,2.14792,0.028667,54.5499,245.017,3.84991,-16.9479,473.222,-4.07148
11/22/2017 23:58,249.582,248.69,255.112,0.383183,2.1441,0.027107,54.4317,244.461,3.87181,-17.1197,472.45,-3.87229
11/22/2017 23:59,249.629,249.036,255.236,0.382753,2.15037,0.030662,54.4537,245.668,3.87164,-17.311,474.279,-4.0264
11/23/2017 0:00,249.57,248.936,255.201,0.384809,2.14641,0.027715,54.3568,245.19,3.73236,-17.1827,473.154,-4.06574
11/23/2017 0:01,249.984,249.521,255.622,0.384653,2.15452,0.026336,54.5666,245.564,3.97196,-17.2092,476.638,-3.94959
11/23/2017 0:02,249.749,249.199,255.307,0.383174,2.15044,0.02803,54.4594,244.848,3.64452,-17.2003,475.085,-3.95051
11/23/2017 0:03,249.458,248.891,255.18,0.383802,2.14472,0.026293,54.6393,243.746,3.88361,-17.3204,473.337,-3.85386
