date,Vrms_AN_avg (V),Vrms_BN_avg (V),Vrms_CN_avg (V),Irms_A_avg (A),Irms_B_avg (A),Irms_C_avg (A),Power (P)_A_avg (W),Power (P)_B_avg (W),Power (P)_C_avg (W),Power (Q)_A_avg (VAR),Power (Q)_B_avg (VAR),Power (Q)_C_avg (VAR)
11/22/2017 17:02,246.39,246.199,255.817,7.99335,5.67121,2.44428,1707.12,670.27,215.141,955.413,1223.86,586.109
11/22/2017 17:03,246.216,246.034,255.916,7.9482,5.65624,2.44276,1691.9,655.92,209.6,956.884,1226.34,588.391
11/22/2017 17:04,246.396,246.676,256.242,7.86806,5.50427,2.25435,1707.12,676.021,219.292,891.478,1175.67,532.614
11/22/2017 17:05,246.658,246.703,256.244,7.92458,5.54063,2.26047,1723.64,693.616,237.094,893.98,1176.43,527.39
11/22/2017 17:06,246.435,246.608,256.007,7.91144,5.67848,2.46463,1687.42,666.394,222.75,951.411,1230.31,589.141
11/22/2017 17:07,246.069,246.344,255.626,7.88366,5.66655,2.43638,1678.48,658.934,206.958,947.479,1229.43,586.648
11/22/2017 17:08,246.35,246.384,255.513,7.92614,5.68578,2.43846,1687.65,661.659,206.243,956.554,1233.72,587.099
11/22/2017 17:09,246.623,246.658,255.905,7.93067,5.68724,2.46387,1692.02,664.603,216.579,956.683,1234.16,591.233
11/22/2017 17:10,246.695,246.592,256.051,7.87379,5.67942,2.46311,1672.22,655.174,208.893,962.832,1236.88,594.085
11/22/2017 17:11,246.782,246.696,256.307,7.91409,5.68855,2.47074,1686.83,667.18,220.393,959.269,1233.48,592.641
11/22/2017 17:12,246.343,246.704,256.344,7.88323,5.68776,2.47213,1676.15,663.481,217.154,955.909,1235.1,594.472
11/22/2017 17:13,246.435,246.331,256.107,7.87763,5.67725,2.46542,1675.62,666.802,220.548,956.265,1228.13,590.643
11/22/2017 17:14,247.108,246.826,256.267,7.91254,5.7133,3.89081,1685.42,673.427,463.56,966.334,1237.87,881.951
11/22/2017 17:15,247.072,246.897,256.723,7.9052,5.71361,3.8955,1680.8,671.408,463.474,969.383,1239.72,885.34
11/22/2017 17:16,246.796,246.638,256.211,7.8783,5.69464,3.8771,1677.11,671.501,466.635,959.529,1232.41,876.519
11/22/2017 17:17,247.226,246.893,256.647,7.92682,5.71136,3.89169,1689.37,674.084,469.701,967.468,1237.5,880.678
11/22/2017 17:18,247.164,247.042,256.644,7.93062,5.7219,3.88952,1689.59,680.444,470.223,967.334,1238.22,879.739
11/22/2017 17:19,247.479,247.578,257.026,7.86573,5.74158,3.90482,1672.49,682.303,473.366,970.083,1246.12,884.232
11/22/2017 17:20,247.205,247.323,257.199,7.82691,5.71783,3.88825,1659.82,668.215,460.938,967.876,1245.45,886.881
11/22/2017 17:21,245.679,245.723,255.686,7.88614,5.63299,2.43127,1678.84,654.77,210.168,941.484,1218.48,584.091
11/22/2017 17:22,245.382,245.505,255.395,7.82294,5.62545,2.44409,1659.22,652.59,215.603,939.644,1216.18,584.643
11/22/2017 17:23,245.107,245.589,255.263,7.9021,5.62566,2.42991,1683.52,657.447,210.294,932.213,1213.72,582.897
11/22/2017 17:24,245.062,245.716,255.366,7.89324,5.63552,2.43374,1681.17,662.752,216.345,931.548,1214.94,581.662
11/22/2017 17:25,245.205,245.597,255.173,8.2065,5.62759,2.42839,1732.07,658.454,215.934,1000.61,1214.19,579.729
11/22/2017 17:26,245.479,245.621,255.357,8.09739,5.45226,2.21175,1737.77,665.077,213.984,940.142,1160.68,520.323
11/22/2017 17:27,245.416,245.75,255.589,8.15131,5.4842,2.23831,1753.64,683.906,232.66,936.067,1159.82,520.683
11/22/2017 17:28,244.464,244.912,254.64,8.15255,5.59714,2.41506,1716.9,655.414,215.444,987.963,1203.23,574.908
11/22/2017 17:29,245.082,245.417,255.226,8.13449,5.62288,2.42698,1709.64,650.584,208.434,1001.85,1215.82,582.499
11/22/2017 17:30,245.142,245.652,255.311,8.17758,5.63439,2.43552,1724.25,658.506,216.901,999.175,1216.14,581.84
11/22/2017 17:31,245.258,245.728,255.406,8.13737,5.63001,2.4289,1714.9,660.104,219.318,997.472,1214.68,579.321
11/22/2017 17:32,245.307,245.801,255.447,8.13856,5.63088,2.4148,1715.5,660.094,215.449,998.188,1215.44,577.057
11/22/2017 17:33,245.608,246.212,255.374,7.86325,5.66201,4.83685,1674.48,671.145,577.809,937.558,1220.63,1091
11/22/2017 17:34,245.469,245.967,254.948,7.81727,5.64849,3.82589,1660.69,662.903,457.185,937.319,1219.77,861.405
11/22/2017 17:35,245.575,246.075,255.175,7.87004,5.6526,3.79227,1675,668.548,446.708,938.773,1218.82,857.61
11/22/2017 17:36,245.163,245.996,254.858,7.86076,5.65039,3.78746,1672.02,669.397,445.487,933.311,1217.07,855.506
11/22/2017 17:37,245.236,245.935,254.678,7.85,5.6486,3.78433,1666.92,665.294,443.032,937.73,1218.49,855.53
11/22/2017 17:38,245.026,245.821,254.703,7.82511,5.35372,3.78159,1661.85,627.066,445.455,931.995,1155.84,853.647
11/22/2017 17:39,245.13,245.658,255.028,7.81509,5.3377,2.38828,1658.76,614.995,191.49,933.441,1157.21,577.398
11/22/2017 17:40,245.091,245.798,255.059,7.81374,5.34001,2.39377,1659.81,620.334,197.387,929.765,1155.74,577.091
11/22/2017 17:41,245.19,245.787,255.234,7.79426,5.34332,2.39023,1654.6,621.854,198.802,932.244,1155.36,576.079
11/22/2017 17:42,245.058,245.442,255.063,7.83483,5.32934,2.38998,1662.95,613.358,191.906,934.698,1154.37,577.83
11/22/2017 17:43,244.776,245.415,255.04,7.77604,5.32154,2.3876,1648.21,618.108,195.761,928.228,1149.53,575.889
11/22/2017 17:44,245.508,245.943,255.477,7.74791,5.34173,2.39601,1642.68,620.02,196.379,934.692,1157.38,578.853
11/22/2017 17:45,245.448,246.125,255.319,7.69943,5.34585,2.39266,1628.8,615.554,189.973,934.368,1161.96,579.822
11/22/2017 17:46,245.085,245.987,255.226,7.71761,5.34307,2.39633,1630.68,617.329,192.733,934.477,1159.47,579.735
11/22/2017 17:47,244.871,245.883,254.899,7.72389,5.35012,2.39399,1632.59,622.683,198.222,931.529,1157.39,576.481
11/22/2017 17:48,244.975,246.157,255.06,7.6691,5.3386,2.3878,1620.23,616.597,190.861,926.19,1159.76,577.523
11/22/2017 17:49,244.918,245.907,255.057,7.69188,5.33135,2.38565,1624.88,613.328,189.2,930.451,1157.52,577.617
11/22/2017 17:50,245.011,246.114,255.132,7.66638,5.33627,2.39206,1619.08,618.675,193.824,929.112,1157.24,578.081
11/22/2017 17:51,245.135,245.917,255.203,7.68639,5.33723,2.39738,1627.46,620.84,196.96,926.71,1155.04,578.571
11/22/2017 17:52,245.269,246.015,255.139,7.62604,5.34161,2.39218,1609.71,622.361,198.448,929.715,1156.26,576.487
11/22/2017 17:53,245.408,246.096,255.301,7.01875,5.33315,2.38802,1445.33,622.256,198.885,915.638,1154.38,575.562
11/22/2017 17:54,245.257,246.03,255.41,7.01163,5.32303,2.39133,1442.08,618.823,197.394,915.583,1152.92,577.189
11/22/2017 17:55,245.407,245.571,255.036,7.04659,5.30885,2.37848,1450.11,615.074,196.155,920.064,1148.54,573.168
11/22/2017 17:56,245.183,245.185,254.558,7.01093,5.29681,2.36982,1442.18,613.246,194.909,912.072,1143.94,570.095
11/22/2017 17:57,245.81,245.975,255.06,7.10946,5.33342,2.38692,1468.31,619.833,197.385,924.298,1154.91,575.158
11/22/2017 17:58,245.717,245.891,254.786,7.07335,5.33034,2.38354,1459.13,617.088,194.922,920.678,1155.13,574.499
11/22/2017 17:59,245.738,245.912,255.373,7.07552,5.32775,2.3923,1453.33,611.708,190.298,931.675,1157.79,579.752
11/22/2017 18:00,245.509,245.626,255.092,7.03667,5.31386,2.38521,1444.99,610.465,192.223,922.75,1152.55,576.482
11/22/2017 18:01,245.643,245.71,255.157,7.03271,5.32403,2.388,1442.8,613.893,196.192,927.669,1154.15,576.218
11/22/2017 18:02,245.508,245.718,254.978,7.04873,5.3308,2.3912,1447.09,619.449,198.045,926.652,1152.84,576.045
11/22/2017 18:03,245.055,245.504,254.553,7.00125,5.308,2.37968,1434.88,611.45,189.605,918.277,1149.88,574.502
11/22/2017 18:04,245.05,245.615,254.624,6.99565,5.31014,2.39175,1435.35,617.084,195.736,914.335,1148.01,575.895
11/22/2017 18:05,245.019,245.512,254.404,6.99969,5.31137,2.38638,1436.61,616.752,195.362,915.229,1147.87,573.965
11/22/2017 18:06,245.194,245.826,254.324,7.03014,5.32326,2.38467,1444.62,614.895,191.473,918.458,1153.82,574.796
11/22/2017 18:07,245.341,245.808,254.585,7.03731,5.32901,2.38991,1445.98,613.198,190.539,920.594,1156.44,577.089
11/22/2017 18:08,245.428,245.788,254.666,7.04767,5.32953,2.38913,1449.56,618.814,196.226,920.709,1153.56,575.115
11/22/2017 18:09,245.094,245.557,254.685,7.07517,5.3184,2.38841,1456.1,618.973,196.944,917.994,1149.09,574.744
11/22/2017 18:10,245.356,246.039,255.133,7.00738,5.32528,2.39962,1437.8,614.81,191.238,920.425,1155.62,580.905
11/22/2017 18:11,245.342,246.151,255.104,6.98266,5.33032,2.40525,1428.38,615.159,192.668,922.962,1158.11,581.798
11/22/2017 18:12,245.265,246.091,254.981,6.97175,5.331,2.40082,1428.12,617.979,194.824,918.858,1155.85,579.59
11/22/2017 18:13,244.855,245.958,254.743,6.9939,5.32893,2.4044,1433.35,622.49,199.442,915.117,1152.2,578.336
11/22/2017 18:14,245.243,245.998,255.155,7.07517,5.33174,2.41141,1452.81,618.1,197.15,924.929,1155.88,582.043
11/22/2017 18:15,245.364,246.18,255.258,7.09367,5.34329,2.41052,1463.16,624.996,200.041,919.454,1156.18,581.264
11/22/2017 18:16,245.628,246.258,255.293,7.02104,5.343,2.40672,1442.16,622.996,198.502,924.056,1157.7,580.542
11/22/2017 18:17,245.492,246.005,255.253,7.04065,5.32934,2.40599,1449.4,620.545,198.384,918.494,1153.72,580.487
11/22/2017 18:18,245.365,245.943,255.184,7.05891,5.32551,2.39828,1452.33,616.961,193.309,919.935,1154.44,579.82
11/22/2017 18:19,245.568,245.764,255.184,7.05244,5.31857,2.39143,1448.49,610.918,190.702,925.197,1154.68,578.976
11/22/2017 18:20,245.481,245.733,255.203,7.08686,5.31833,2.38929,1459.64,612.599,191.724,923.517,1153.1,578.194
11/22/2017 18:21,245.391,245.732,255.033,7.02368,5.31128,2.38705,1444.05,611.575,189.407,917.468,1152.23,577.87
11/22/2017 18:22,245.723,246.121,255.515,7.09613,5.3231,2.40015,1462.22,611.361,190.11,926.425,1157.74,582.281
11/22/2017 18:23,245.432,245.992,255.338,7.04479,5.31716,2.39522,1446.95,611.393,190.25,921.692,1155.39,580.555
11/22/2017 18:24,245.216,245.795,255.224,7.03461,5.31099,2.39852,1445.64,614.971,195.386,916.843,1150.51,579.311
11/22/2017 18:25,245.374,245.959,255.508,7.03408,5.33213,2.41185,1442.37,621.915,202.301,924.486,1153.71,581.472
11/22/2017 18:26,245.481,246.152,255.567,7.04992,5.33585,2.41172,1445.22,618.154,197.053,929.567,1157.8,583.098
11/22/2017 18:27,245.735,246.292,255.828,7.08703,5.33696,2.41469,1455.28,616.672,197.49,934.17,1159.55,584.515
11/22/2017 18:28,245.148,245.976,255.247,7.06918,5.32795,2.40257,1453.91,621.322,199.919,921.128,1152.6,579.008
11/22/2017 18:29,246.051,246.29,255.495,7.07501,5.34153,2.40479,1453.13,612.897,191.538,936.469,1162.66,583.115
11/22/2017 18:30,245.947,246.282,255.224,7.07187,5.35037,2.40212,1454.3,620.297,196.455,930.938,1161.59,579.938
11/22/2017 18:31,245.619,246.11,255.045,7.05088,5.34583,2.40065,1449.07,623.118,199.315,925.178,1157.45,578.294
11/22/2017 18:32,246.18,246.593,255.518,7.00359,5.35592,2.40839,1434.33,618.787,194.052,933.692,1165.79,583.187
11/22/2017 18:33,245.83,246.013,254.97,7.04027,5.33645,2.38887,1444.29,612.759,187.946,929.798,1160.13,578.648
11/22/2017 18:34,245.667,245.871,255.01,7.05788,5.62632,2.39204,1451.29,655.746,193.073,925.579,1216.74,577.914
11/22/2017 18:35,246.044,246.433,255.177,7.09899,4.42928,2.39711,1462.64,427.547,196.218,932.208,1003.16,578.578
11/22/2017 18:36,246.086,246.792,255.431,7.06234,4.44047,2.41136,1454.3,433.108,200.461,927.857,1005.66,581.745
11/22/2017 18:37,245.81,246.483,255.232,7.04108,4.42924,2.4101,1445.64,427.667,194.863,930.293,1003.4,582.676
11/22/2017 18:38,246.082,246.766,255.424,7.12465,4.43677,2.41583,1467.19,424.389,190.128,934.1,1008.37,586.151
11/22/2017 18:39,245.344,246.212,254.542,7.06796,4.40655,2.40204,1455.69,425.839,193.65,918.869,996.861,579.098
11/22/2017 18:40,244.75,245.908,254.203,7.05605,4.39211,2.39742,1453.16,429.271,196.927,909.426,989.966,575.897
11/22/2017 18:41,245.297,245.912,254.291,7.05255,4.39245,2.38859,1452.47,421.3,190.085,916.45,993.756,576.1
11/22/2017 18:42,244.521,245.152,253.736,6.71536,4.36556,2.3809,1395.14,418.326,189.223,841.654,984.117,573.072
11/22/2017 18:43,244.902,245.329,253.976,7.07946,4.38422,2.38312,1458.36,426.304,196.451,915.047,986.688,571.647
11/22/2017 18:44,245.573,245.722,254.468,7.01951,4.39064,2.39098,1439.92,421.695,192.412,925.314,992.178,576.548
11/22/2017 18:45,245.428,245.803,254.567,7.03428,4.39379,2.4035,1443.93,420.923,192.223,924.481,993.41,580.214
11/22/2017 18:46,245.206,245.425,254.384,7.07837,4.38385,2.39743,1455.26,423.541,196.712,922.364,988.129,576.665
11/22/2017 18:47,244.916,245.252,254.401,7.03468,4.37466,2.39719,1440.83,419.913,194.09,922.027,986.31,577.498
11/22/2017 18:48,245.199,245.455,254.477,7.04691,4.38829,2.40617,1446.71,424.858,197.437,922.633,988.672,578.902
11/22/2017 18:49,244.885,245.308,254.189,7.02821,4.37338,2.39344,1441.76,420.358,192.217,916.304,986.23,576.444
11/22/2017 18:50,244.529,245.244,253.98,7.01362,4.36752,2.39428,1437.46,419.21,190.719,912.187,984.909,576.535
11/22/2017 18:51,244.376,245.151,254.075,6.99953,4.35669,2.39651,1435.04,424.227,198.984,907.068,979.254,574.694
11/22/2017 18:52,244.228,244.963,253.862,6.91995,4.3461,2.38724,1415.05,424.824,199.293,902.066,975.307,571.629
11/22/2017 18:53,243.991,245.092,253.915,6.904,4.34423,2.3895,1409.97,423.141,195.13,900.41,976.036,573.761
11/22/2017 18:54,244.398,245.463,254.431,6.94361,4.35118,2.39941,1421.44,420.093,193.314,905.086,981.147,578.385
11/22/2017 18:55,243.607,244.751,253.455,6.96562,4.32355,2.37439,1429.01,416.351,187.886,892.391,971.713,571.069
11/22/2017 18:56,244.14,245.159,253.747,6.95755,4.34197,2.37943,1426.96,420.753,192.372,898.581,976.996,571.542
11/22/2017 18:57,244.142,245.311,253.788,7.01135,4.35495,2.38795,1444.29,429.583,197.945,897.048,976.802,572.011
11/22/2017 18:58,243.712,244.882,253.541,6.97344,4.33853,2.37839,1435.45,427.418,197.554,888.219,971.545,568.862
11/22/2017 18:59,244.032,245.079,253.926,5.98681,2.71107,0.656599,1361.15,320.923,96.2165,490.417,580.42,134.594
11/22/2017 19:00,243.944,244.958,253.752,6.07158,2.71339,0.656164,1381.34,321.63,96.1283,492.767,580.224,134.404
11/22/2017 19:01,243.466,244.593,253.185,6.08531,2.70416,0.652411,1382.32,320.187,95.5568,489.872,577.574,133.191
11/22/2017 19:02,243.113,244.264,252.602,6.05015,2.69868,0.648052,1372.83,319.488,95.0193,487.324,575.455,131.72
11/22/2017 19:03,243.408,244.602,252.792,5.97355,2.6989,0.648075,1355.23,319.822,95.0692,484.447,576.447,131.87
11/22/2017 19:04,243.502,244.305,252.759,5.99499,2.69767,0.650015,1358.93,319.55,95.2306,491.051,575.282,132.355
11/22/2017 19:05,243.174,244.258,252.702,6.00527,2.69593,0.650131,1361.97,318.655,95.0514,484.248,574.976,132.501
11/22/2017 19:06,242.996,244.211,252.27,6.05794,2.69646,0.646726,1374.36,318.849,94.6466,485.016,574.998,131.349
11/22/2017 19:07,242.958,244.224,252.468,6.0839,2.69667,0.64925,1381.29,319.34,94.907,484.386,574.864,132.063
11/22/2017 19:08,242.461,243.969,252.084,6.06591,2.68857,0.646928,1375.2,318.071,94.3684,477.423,572.423,131.417
11/22/2017 19:09,242.753,244.026,252.256,6.0506,2.69382,0.649967,1370.5,318.853,94.6808,482.639,573.559,132.368
11/22/2017 19:10,242.741,243.902,252.345,6.05337,2.69393,0.652011,1372.09,318.446,94.7657,481.38,573.352,132.947
11/22/2017 19:11,242.299,242.991,251.635,6.06461,2.67559,0.648897,1372.53,316.29,94.2565,482.839,566.538,131.762
11/22/2017 19:12,242.481,242.804,251.926,6.09452,2.66685,0.650261,1381.53,315.401,94.4384,480.384,564.209,132.347
11/22/2017 19:13,242.071,242.695,251.466,6.11871,2.66472,0.647576,1385.81,315.464,93.9032,477.012,563.434,131.417
11/22/2017 19:14,242.197,242.678,251.572,6.10202,2.66917,0.649672,1381.07,315.379,94.0794,479.637,564.601,132.076
11/22/2017 19:15,242.034,242.434,251.374,6.08092,2.66449,0.648524,1375.51,315.111,94.0355,480.345,562.6,131.634
11/22/2017 19:16,241.528,241.769,250.641,6.02398,2.64767,0.643954,1360.19,312.817,93.0787,474.817,557.28,130.308
11/22/2017 19:17,242.877,243.31,252.401,6.0941,2.6825,0.653492,1380.92,317.599,94.8885,488.994,568.834,133.412
11/22/2017 19:18,242.542,242.982,252.217,6.03588,2.67446,0.653515,1364.67,316.076,94.9269,487.242,566.526,133.161
11/22/2017 19:19,242.317,242.773,251.4,6.08778,2.67407,0.648479,1376.71,315.589,93.9298,485.586,566.106,131.708
11/22/2017 19:20,242.129,242.565,251.889,6.0621,2.6683,0.651231,1370.57,315.598,94.4518,481.231,563.734,132.596
11/22/2017 19:21,242.14,242.837,251.758,6.08573,2.67729,0.649398,1376.89,317.003,94.3457,482.099,566.227,131.954
11/22/2017 19:22,241.798,242.3,250.906,6.08184,2.66097,0.644549,1373.85,313.95,93.506,479.614,561.861,130.458
11/22/2017 19:23,241.737,242.2,250.35,4.72077,2.6523,0.64026,1088.22,316.089,92.5947,271.458,557.863,129.368
11/22/2017 19:24,242.144,242.576,250.739,4.71816,2.66128,0.642264,1088.53,316.788,93.0352,275.577,561.101,129.912
11/22/2017 19:25,242.217,242.411,251.228,4.78564,2.6567,0.645259,1104.44,316.284,93.6188,276.482,559.686,130.8
11/22/2017 19:26,241.697,242.397,250.909,4.78211,2.65834,0.642271,1103.36,316.396,92.9907,270.61,559.881,130.103
11/22/2017 19:27,242.032,242.702,251.252,4.76783,2.66066,0.645469,1100.02,316.406,93.4999,271.714,561.579,131.003
11/22/2017 19:28,241.86,242.731,251.138,4.77968,2.66088,0.644886,1102.87,316.532,93.4149,270.286,561.636,130.81
11/22/2017 19:29,241.736,242.684,250.938,4.7869,2.66083,0.64375,1104.15,316.27,93.3646,270.16,561.5,130.285
11/22/2017 19:30,241.542,242.418,250.587,4.79282,2.65456,0.641372,1105.47,315.539,92.924,268.511,559.545,129.554
11/22/2017 19:31,241.524,242.308,250.675,4.78606,2.65274,0.64105,1104.12,315.359,92.8958,265.228,558.91,129.537
11/22/2017 19:32,241.319,242.462,250.361,7.04865,4.29031,4.78972,1449.59,436.314,558.136,865.12,943.141,1059.76
11/22/2017 19:33,241.529,242.551,250.972,6.93671,4.11593,3.596,1451.83,445.138,448.865,809.866,892.205,781.888
11/22/2017 19:34,241.402,242.245,250.793,7.01263,4.10882,3.58417,1474.23,447.289,450.905,806.849,887.429,776.632
11/22/2017 19:35,242.141,242.789,250.934,6.09438,2.6868,2.13075,1377.93,326.595,338.33,483.045,563.393,413.501
11/22/2017 19:36,241.919,242.543,250.925,6.08286,2.68083,2.12842,1374.72,325.792,338.592,480.667,561.392,412.465
11/22/2017 19:37,241.77,242.496,250.838,6.95319,3.96206,3.48867,1485.59,452.861,468.539,720.122,793.562,668.706
11/22/2017 19:38,241.535,242.203,250.585,7.04266,4.26771,3.72928,1448.09,424.282,434.532,866.859,941.512,826.708
11/22/2017 19:39,241.288,242.28,250.699,7.03848,4.26251,3.73203,1443.39,421.358,432.456,870.542,941.69,829.336
11/22/2017 19:40,241.539,242.442,250.424,7.02233,4.27398,3.71952,1442.63,423.417,432.753,868.516,944.461,824.344
11/22/2017 19:41,241.823,242.652,250.501,7.00866,4.28658,3.72654,1439.14,431.155,440.146,871.58,945.372,822.473
11/22/2017 19:42,242.085,242.822,250.424,7.03303,4.28925,3.71524,1447.38,427.794,435.283,873.443,948.592,821.5
11/22/2017 19:43,241.644,242.532,250.313,7.02838,4.27433,3.70609,1445.37,425.014,433.045,867.433,944.181,819.956
11/22/2017 19:44,241.274,242.188,250.213,7.04203,4.25842,3.69575,1448.64,422.125,430.767,862.31,939.78,817.451
11/22/2017 19:45,241.862,242.604,250.529,7.05852,4.26754,3.69681,1452.45,418.43,426.55,871.87,945.515,821.385
11/22/2017 19:46,241.469,242.195,250.147,7.04075,4.25811,3.68695,1449.42,420.417,430.093,864.033,940.608,814.998
11/22/2017 19:47,241.329,241.898,250.04,7.08542,4.25977,3.69412,1462.24,427.652,438.666,861.174,936.433,811.895
11/22/2017 19:48,241.925,242.48,250.512,7.08661,4.27915,3.70863,1461.31,426.906,437.98,870.461,944.716,818.77
11/22/2017 19:49,242.624,242.381,250.75,7.08219,4.27591,3.69684,1458.8,419.524,433.361,881.111,946.62,818.676
11/22/2017 19:50,242.278,242.127,250.428,7.09057,4.26321,3.6833,1460.86,416.688,430.125,878.488,943.448,815.231
11/22/2017 19:51,242.492,242.401,250.518,7.11246,4.28477,3.69305,1469.12,424.975,435.377,877.665,946.574,815.813
11/22/2017 19:52,242.465,242.548,250.757,7.13168,4.2833,3.69867,1473.12,423.109,435.891,880.9,947.46,818.174
11/22/2017 19:53,242.158,242.471,250.75,7.09598,4.28256,3.69947,1463.76,426.694,439.105,874.914,945.575,816.323
11/22/2017 19:54,242.539,242.882,250.52,7.11306,4.30154,3.69347,1467.04,424.964,435.219,882.291,953.375,816.101
11/22/2017 19:55,241.576,242.251,249.852,7.07927,4.26102,3.65987,1455.96,414.748,424.49,870.761,943.902,809.131
11/22/2017 19:56,241.868,242.473,250.411,7.05322,4.27378,3.68414,1451.11,418.98,430.998,871.039,946.643,815.249
11/22/2017 19:57,242.386,242.915,250.64,7.06384,4.30131,3.69541,1456.31,428.818,437.783,875.167,951.713,815.396
11/22/2017 19:58,242.264,242.791,250.839,7.07001,4.2971,3.7015,1456.2,426.076,437.211,877.351,951.154,818.341
11/22/2017 19:59,242.214,242.855,250.847,7.12581,4.29075,3.70357,1472.14,427.022,438.833,874.214,949.489,818.057
11/22/2017 20:00,242.169,243.09,250.888,7.1345,4.27414,2.33597,1475.55,412.351,184.788,872.094,952.375,555.362
11/22/2017 20:01,242.301,242.754,250.277,7.09149,4.26357,2.32253,1466.24,412.241,185.096,869.338,948.231,550.196
11/22/2017 20:02,242.655,243.044,250.853,7.12688,4.28895,2.33171,1474.12,415.466,188.294,877.813,955.042,553.038
11/22/2017 20:03,241.408,241.947,249.993,7.13295,4.25216,2.32008,1474.16,418.026,194.523,863.522,939.138,545.618
11/22/2017 20:04,241.49,242.006,250.035,7.13106,4.26215,2.31705,1476.43,420.316,194.659,860.19,940.707,544.911
11/22/2017 20:05,242.334,242.749,250.633,7.07385,4.27702,2.32621,1459.4,411.01,184.9,874.855,951.999,552.251
11/22/2017 20:06,242.422,242.886,250.946,7.0977,4.2808,2.33395,1465.43,410.469,183.545,876.598,954.321,555.362
11/22/2017 20:07,242.382,243.009,250.788,7.09407,4.2874,2.33438,1463.87,414.156,186.139,876.535,954.771,554.329
11/22/2017 20:08,242.361,242.938,250.643,7.13331,4.30291,2.33687,1472.44,413.343,183.962,881,958.78,555.284
11/22/2017 20:09,242.078,242.848,251.088,7.16579,4.30011,2.34445,1480.87,424.302,198.118,877.457,952.952,553.522
11/22/2017 20:10,242.66,242.997,250.948,7.14164,4.30411,2.33478,1476.78,415.311,186.488,880.891,958.801,554.595
11/22/2017 20:11,242.281,242.732,250.711,7.11164,4.28696,2.32726,1470.02,414.555,187.133,873.22,953.032,551.912
11/22/2017 20:12,242.36,242.981,251.472,7.10038,4.2851,2.33845,1463.26,407.074,181.349,880.196,957.354,558.661
11/22/2017 20:13,242.424,243.036,250.897,7.11631,4.29745,2.34077,1470.51,418.264,189.663,877.289,955.677,554.942
11/22/2017 20:14,242.413,242.846,250.718,7.08729,4.28395,2.33343,1462.46,413.653,187.168,875.962,953.674,553.518
11/22/2017 20:15,242.652,243.065,251.281,7.14812,4.2974,2.33942,1480.18,422.03,195.512,877.875,954.519,553.493
11/22/2017 20:16,242.804,243.201,251.337,7.0918,4.29404,2.33864,1463.33,415.519,190.226,880.704,957.101,555.349
11/22/2017 20:17,241.894,242.266,250.661,7.0812,4.26014,2.31975,1460.38,409.377,186.743,869.629,946.139,550.02
11/22/2017 20:18,242.476,242.991,251.177,7.08718,4.28299,2.33814,1460.17,410.817,186.171,882.019,955.08,556.144
11/22/2017 20:19,242.788,243.325,251.433,7.10914,4.2996,2.35077,1468.57,420.102,195.098,882.301,956.715,557.22
11/22/2017 20:20,242.159,242.722,250.823,7.11742,4.27016,2.34178,1470.47,415.437,192.283,873.637,948.454,554.181
11/22/2017 20:21,242.504,242.773,250.872,7.14681,4.27802,2.34182,1479.01,415.58,192.672,877.783,950.559,554.38
11/22/2017 20:22,242.347,242.752,250.768,7.12377,4.27138,2.34544,1472.05,414.739,189.806,875.903,949.192,555.946
11/22/2017 20:23,242.445,242.479,251.108,7.11133,4.26456,2.33869,1465.79,408.193,186.269,881.718,948.761,556.247
11/22/2017 20:24,242.721,242.606,251.264,7.13627,4.27309,2.33464,1474.56,413.315,192.279,882.523,949.546,553.45
11/22/2017 20:25,242.282,242.396,250.799,7.09774,4.26735,2.3293,1466.15,413.026,189.648,874.577,947.155,551.806
11/22/2017 20:26,242.791,242.643,251.009,7.11762,4.29436,2.34255,1470.1,420.513,195.779,882.588,952.409,553.568
11/22/2017 20:27,242.557,242.733,251.372,7.11527,4.2822,2.34079,1468.21,413.019,189.751,880.652,952.542,556.316
11/22/2017 20:28,242.452,242.619,251.389,7.10287,4.27663,2.34155,1463.94,410.536,187.871,880.929,951.78,557.156
11/22/2017 20:29,242.63,242.634,250.975,7.07245,4.27231,2.33059,1456.46,406.215,181.255,881.209,952.76,555.23
11/22/2017 20:30,242.631,242.971,251.534,7.092,4.28829,2.34631,1463.87,418.035,193.349,879.628,953.45,556.791
11/22/2017 20:31,242.233,242.309,250.794,7.08102,4.26454,2.32832,1459.87,408.648,184.623,875.101,948.04,553.128
11/22/2017 20:32,242.398,242.539,250.576,7.09477,4.28076,2.33133,1464.45,412.942,187.119,877.614,951.111,552.562
11/22/2017 20:33,242.376,242.599,250.618,7.02329,4.2698,2.32268,1446.42,406.062,179.618,872.339,951.866,553.106
11/22/2017 20:34,242.275,242.617,250.849,7.02329,4.27707,2.33646,1446.42,417.795,192.027,872.558,948.74,552.934
11/22/2017 20:35,242.45,243.026,251.22,7.06232,4.29378,2.34423,1456.34,422.384,197.965,876.102,952.864,553.987
11/22/2017 20:36,242.774,243.652,251.578,7.04567,4.30599,2.3562,1453.74,420.194,192.852,876.97,959.961,559.93
11/22/2017 20:37,241.91,243.054,250.908,7.02452,4.27961,2.34003,1444.46,411.308,184.739,870.274,954.121,556.738
11/22/2017 20:38,242.467,243.577,251.404,6.98642,4.30213,2.35194,1434.72,414.849,187.346,877.215,961.151,559.972
